city,Cloudiness,country,Date,Humidity,lat,lng,Max_Temp,Wind Speed
greenville,20.0,us,2018-05-24 13:10:00,94.0,33.73191769393891,-91.15531642229622,23.0,2.76
beisfjord,12.0,no,2018-05-24 13:20:00,22.0,65.92709387763963,18.06225496407623,19.0,5.1
pudozh,0.0,ru,2018-05-24 14:11:23,38.0,62.3148064773703,37.48010213373311,12.77,3.66
pecos,1.0,us,2018-05-24 13:35:00,72.0,31.479784157776507,-103.33653750423704,18.0,2.1
padang,80.0,id,2018-05-24 14:11:26,100.0,-5.499494104885741,94.4256018600559,29.17,4.21
karratha,88.0,au,2018-05-24 14:11:27,100.0,-19.573889930621746,112.41742934915516,26.02,5.81
chokurdakh,24.0,ru,2018-05-24 14:11:28,92.0,80.37024659412444,151.12224765623654,-5.79,4.11
akdepe,0.0,tm,2018-05-24 14:11:30,13.0,42.797678817751404,57.517682648144785,27.82,5.41
nhulunbuy,56.0,au,2018-05-24 14:11:31,100.0,-12.654503468699176,140.2255217283897,26.67,11.41
miracema do tocantins,92.0,br,2018-05-24 14:11:32,40.0,-8.781205124615951,-48.113776590716554,32.82,3.36
buckeye,1.0,us,2018-05-24 13:35:00,19.0,33.08751630431449,-113.24116112635619,20.0,1.76
matane,20.0,ca,2018-05-24 13:00:00,67.0,48.73590678534259,-67.63503138523086,9.0,4.6
putatan,75.0,my,2018-05-24 13:30:00,89.0,5.8653375123648885,116.01699845987673,29.0,1.5
takoradi,64.0,gh,2018-05-24 14:11:38,100.0,-5.307206319420686,-0.8211595187231353,26.42,7.66
vanavara,8.0,ru,2018-05-24 14:11:39,64.0,60.05813605997798,104.04096989427177,6.22,2.21
bolungarvik,8.0,is,2018-05-24 14:11:41,93.0,67.16858808483016,-24.24541502433894,3.36,3.16
lagoa,80.0,pt,2018-05-24 14:11:42,95.0,50.46678968685259,-32.95806109170209,10.31,7.61
astrea,36.0,co,2018-05-24 14:11:44,77.0,9.559922481423882,-73.87505813065097,28.72,1.41
enid,75.0,us,2018-05-24 13:46:00,83.0,36.7148613311263,-97.61360696824654,24.0,4.6
mitchell,40.0,us,2018-05-24 13:35:00,77.0,42.57211533005386,-98.86092820116893,20.0,2.1
benicarlo,8.0,es,2018-05-24 14:11:48,64.0,40.24100720782863,0.18051263140833385,19.72,1.51
uyo,24.0,ng,2018-05-24 14:11:49,73.0,4.923684850858763,7.965609107620992,29.57,4.91
luau,68.0,ao,2018-05-24 14:11:50,25.0,-11.877268016108502,22.243622094113846,29.86,2.41
ancud,20.0,cl,2018-05-24 14:11:52,100.0,-39.35713846530439,-104.95227018913674,11.22,12.41
porto velho,24.0,br,2018-05-24 14:11:53,74.0,-8.42549772991947,-64.73117304716548,29.32,3.01
moron,100.0,mn,2018-05-24 14:11:55,33.0,46.68908193345169,99.71125567542197,12.42,4.56
korla,92.0,cn,2018-05-24 14:11:56,13.0,38.877238506580966,87.19816028804519,20.42,8.81
thabazimbi,8.0,za,2018-05-24 14:11:57,32.0,-24.639365286297675,27.860960564338342,23.22,1.11
portland,88.0,au,2018-05-24 14:11:59,98.0,-59.53964603116583,128.75193014715228,1.86,14.86
manzanillo,64.0,mx,2018-05-24 14:12:00,100.0,14.373427649110354,-106.64112007362439,27.42,2.91
saleaula,80.0,ws,2018-05-24 14:12:01,100.0,-12.01158263403471,-171.85092923003623,28.17,4.66
bambous virieux,76.0,mu,2018-05-24 14:12:03,100.0,-28.648218673446102,72.0889407052297,20.57,5.71
nizhneyansk,80.0,ru,2018-05-24 14:12:04,98.0,80.54095150587722,142.01061455551672,-0.84,6.71
camana,68.0,pe,2018-05-24 14:12:06,100.0,-21.653570332526087,-77.11311783523624,17.92,4.31
bani walid,0.0,ly,2018-05-24 14:12:07,26.0,31.420931328479597,13.937502147074667,33.36,4.26
carnarvon,92.0,au,2018-05-24 14:12:08,100.0,-30.796894547067296,89.89903972632175,18.36,8.86
plettenberg bay,100.0,za,2018-05-24 14:12:10,100.0,-34.3233542146344,23.479752183277213,16.22,2.41
kulhudhuffushi,88.0,mv,2018-05-24 14:12:11,98.0,7.619493255432474,64.86044933726137,30.17,6.81
jumla,0.0,np,2018-05-24 14:12:13,74.0,30.446199026785294,82.6652143211852,-12.69,1.06
mezen,12.0,ru,2018-05-24 14:12:14,93.0,67.84904518386529,45.66101904410192,1.72,5.86
saint-augustin,32.0,ca,2018-05-24 14:12:15,100.0,57.1785984260768,-59.049242935972615,-1.89,1.36
krasnoselkup,92.0,ru,2018-05-24 14:12:17,95.0,63.55539734635428,81.79186337325808,3.67,6.11
kutum,76.0,sd,2018-05-24 14:12:18,13.0,16.371599807600404,26.345724941797158,39.11,5.11
port macquarie,64.0,au,2018-05-24 14:12:20,100.0,-32.21196721362586,158.31714718522164,19.56,8.71
karasburg,0.0,na,2018-05-24 14:12:21,31.0,-28.10275108657614,17.806219828840227,25.27,2.56
makokou,56.0,ga,2018-05-24 14:12:22,88.0,1.3424076814703767,13.203445076918001,24.97,1.31
gvarv,0.0,no,2018-05-24 13:20:00,31.0,59.42703882246872,9.173609761417708,25.0,4.6
boa vista,24.0,br,2018-05-24 14:12:25,84.0,3.416246191591526,-61.38174676025851,27.92,1.66
pacific grove,80.0,us,2018-05-24 14:12:26,100.0,30.521859170840997,-129.02754421688792,17.22,3.66
new norfolk,0.0,au,2018-05-24 14:12:28,0.0,-73.92306643815066,124.74164888144509,-71.09,3.16
sabang,44.0,id,2018-05-24 14:12:29,100.0,5.856578732770203,88.71618008291966,27.97,6.71
kamenka,0.0,ru,2018-05-24 14:12:31,97.0,70.48613477696955,44.10605355291949,2.17,6.61
lac du bonnet,5.0,ca,2018-05-24 13:00:00,52.0,53.45744199547582,-94.37351297748089,20.0,1.5
waipawa,24.0,nz,2018-05-24 14:12:33,96.0,-43.21938014691405,178.5897378770931,13.81,9.16
san patricio,88.0,mx,2018-05-24 14:12:35,100.0,14.74563613068824,-107.10714407158527,26.57,3.41
mecca,88.0,sa,2018-05-24 14:12:36,10.0,20.399370104485683,40.64328047035531,36.42,0.66
cidreira,68.0,br,2018-05-24 14:12:38,97.0,-45.802075498859224,-30.451287759961303,11.42,8.71
half moon bay,90.0,us,2018-05-24 13:40:00,87.0,37.03204481577822,-122.89400128195552,11.0,0.91
sinnamary,64.0,gf,2018-05-24 14:12:40,100.0,9.083040005329977,-51.00442858663794,25.77,6.46
wewak,44.0,pg,2018-05-24 14:12:42,100.0,-4.085599765132216,143.4138195450367,24.47,0.96
snasa,48.0,no,2018-05-24 14:12:43,46.0,63.74951530215404,12.185122535130745,19.61,0.66
kholodnyy,20.0,ru,2018-05-24 14:12:45,89.0,61.687587560171835,147.31908628892523,-0.34,1.11
jalu,64.0,ly,2018-05-24 14:12:46,14.0,27.298906783614072,21.57297721618457,38.97,5.26
gubkinskiy,12.0,ru,2018-05-24 14:12:47,87.0,64.32655505913385,75.46580654298583,0.77,8.36
kavaratti,32.0,in,2018-05-24 14:12:49,100.0,11.903232455166759,64.4739167979547,29.92,8.81
qaqortoq,75.0,gl,2018-05-24 12:50:00,47.0,61.051083588995255,-46.248646703595284,3.0,4.1
saint-denis,0.0,re,2018-05-24 14:12:51,100.0,-19.524754531559594,55.54550722125171,26.11,8.96
vao,8.0,nc,2018-05-24 14:12:53,100.0,-26.09130021290698,168.67326976382253,20.86,3.91
abeche,68.0,td,2018-05-24 14:12:54,21.0,13.055910426277123,20.868216916747258,38.27,2.21
santa ines,0.0,br,2018-05-24 14:12:56,58.0,-13.186662641148601,-39.96381782998935,26.42,3.91
umm kaddadah,80.0,sd,2018-05-24 14:12:57,14.0,15.386318602596276,26.27657192164736,37.61,4.81
segezha,56.0,ru,2018-05-24 14:12:59,34.0,63.62377863094633,34.30105196516601,13.17,2.06
kamenskoye,0.0,ru,2018-05-24 14:13:00,92.0,63.633706122395324,162.97694631138774,-0.49,1.16
borogontsy,0.0,ru,2018-05-24 14:13:01,35.0,62.46821499111232,131.2912524732074,12.47,1.76
svencioneliai,75.0,lt,2018-05-24 13:20:00,43.0,54.97049817067477,25.985608244725768,22.0,5.7
coahuayana,8.0,mx,2018-05-24 14:13:04,100.0,0.6348459599373513,-112.8766556941392,25.11,4.66
pangnirtung,8.0,ca,2018-05-24 14:13:05,100.0,61.83267889929769,-61.49652600962378,-3.04,3.16
guisa,40.0,cu,2018-05-24 13:50:00,54.0,19.865527846071856,-76.43085611154308,29.0,2.6
vienne,0.0,fr,2018-05-24 13:30:00,44.0,45.384448961787086,4.777352014493317,26.0,2.6
maxixe,80.0,mz,2018-05-24 14:13:10,52.0,-24.51325522286554,34.75084110585507,27.27,2.76
nikolskoye,68.0,ru,2018-05-24 14:13:11,97.0,47.647644141343164,172.80335594293456,4.56,7.41
victoria,88.0,sc,2018-05-24 14:13:12,100.0,-8.214868907934871,64.67080630303298,27.72,9.21
haukipudas,8.0,fi,2018-05-24 13:20:00,37.0,64.87930514677831,25.06786464136718,13.0,6.7
lavrentiya,88.0,ru,2018-05-24 14:13:15,99.0,69.06349773583273,-168.95732422999868,-0.04,0.46
petropavlovsk-kamchatskiy,56.0,ru,2018-05-24 14:13:17,99.0,51.839581316160775,158.35201208890476,3.42,4.11
sestri levante,40.0,it,2018-05-24 12:55:00,73.0,43.95849448291813,9.237182096056273,22.0,2.1
irati,20.0,br,2018-05-24 14:13:19,98.0,-25.569457366100607,-50.45653674340315,16.42,2.41
vardo,12.0,no,2018-05-24 14:13:21,92.0,77.73149934129358,35.8361299654826,-0.09,6.91
shenjiamen,0.0,cn,2018-05-24 14:13:22,100.0,29.78982452018856,123.63366263185696,21.32,4.51
orsta,0.0,no,2018-05-24 13:20:00,48.0,62.094869957033495,6.2740739380853086,19.0,2.6
esperance,0.0,au,2018-05-24 14:13:25,100.0,-32.38777741023333,126.92897291644687,16.61,9.86
mahajanga,0.0,mg,2018-05-24 14:13:26,60.0,-16.134790921452648,45.169206766140064,29.61,1.36
petropavlovka,24.0,ru,2018-05-24 14:13:28,84.0,50.85148816033555,104.97773578228674,8.81,1.66
pyaozerskiy,92.0,ru,2018-05-24 14:13:29,41.0,66.29889296076331,31.120530294039128,10.47,2.86
galle,92.0,lk,2018-05-24 14:13:31,100.0,5.1037208438063,78.83648395285383,25.32,12.01
rio rancho,0.0,us,2018-05-24 14:13:32,18.0,35.77169920274332,-107.08724659148702,17.31,0.96
juneau,20.0,us,2018-05-24 14:13:34,91.0,58.09639299294196,-132.87312533021884,-0.79,0.91
yining,0.0,cn,2018-05-24 14:13:35,81.0,44.58341647472011,81.55113832450456,-1.79,1.21
palmer,92.0,us,2018-05-24 14:13:36,100.0,58.548460441201314,-144.10476371900393,6.97,7.26
benjamin aceval,0.0,py,2018-05-24 14:13:38,62.0,-24.1927895094599,-58.03132564164885,20.67,2.11
fare,92.0,pf,2018-05-24 14:13:39,100.0,-11.860756879233904,-149.35116150706222,26.17,7.06
clyde river,68.0,ca,2018-05-24 14:13:41,100.0,67.5077345984468,-69.08565934795091,-7.09,2.26
meulaboh,24.0,id,2018-05-24 14:13:42,100.0,-3.079600358581814,90.3116536023868,27.77,2.56
zhigansk,68.0,ru,2018-05-24 14:13:43,75.0,70.57280302895109,120.46411752706064,4.56,4.06
rungata,88.0,ki,2018-05-24 14:13:45,100.0,1.769289640315094,179.43748645454866,28.17,4.56
oussouye,0.0,sn,2018-05-24 14:13:46,100.0,10.770359943218168,-20.46132484660808,23.42,4.91
esil,0.0,kz,2018-05-24 14:13:48,37.0,52.529060251473226,66.05371701129525,22.77,5.61
oneonta,1.0,us,2018-05-24 12:53:00,82.0,42.674856557783585,-75.46154270297215,17.0,1.76
banjar,80.0,id,2018-05-24 14:13:51,96.0,-12.839252210434012,106.4154822864578,28.82,5.21
pali,0.0,in,2018-05-24 14:13:52,11.0,25.97515369261778,73.31833173358496,34.17,3.91
gimli,24.0,ca,2018-05-24 14:13:53,35.0,53.129818745477166,-96.37840247744111,26.61,1.51
kayasula,32.0,ru,2018-05-24 14:13:55,59.0,44.42677061933844,45.1055626529091,27.57,1.66
cedar rapids,1.0,us,2018-05-24 13:35:00,57.0,41.83264932140659,-91.82941095342156,25.0,2.6
massaguet,0.0,td,2018-05-24 14:13:58,29.0,12.347258891844135,15.828824866003714,38.47,4.81
araouane,0.0,ml,2018-05-24 14:13:59,10.0,19.336431591226273,-5.167679007719528,44.57,6.46
vestmannaeyjar,0.0,is,2018-05-24 14:14:00,100.0,54.63202162314036,-20.213938007497205,9.67,5.26
jurilovca,20.0,ro,2018-05-24 13:30:00,28.0,44.681792243060556,29.192090594524785,29.0,2.6
nioro,0.0,ml,2018-05-24 14:14:03,19.0,18.353768615612793,-10.134752093728991,40.47,4.71
eyl,76.0,so,2018-05-24 14:14:05,97.0,5.127037273599541,54.54324068231628,29.47,11.91
dawei,56.0,mm,2018-05-24 14:14:06,100.0,13.650448269928532,97.25179660932258,30.02,4.11
verkhoyansk,0.0,ru,2018-05-24 14:14:07,86.0,67.17241743299445,132.073239750371,7.17,0.91
babu,44.0,cn,2018-05-24 14:14:09,67.0,24.458412890009285,110.73237870297334,27.92,3.56
la union,0.0,es,2018-05-24 13:00:00,60.0,37.537917752719665,-0.8184927101466428,29.0,9.3
gurmatkal,12.0,in,2018-05-24 14:14:12,58.0,16.9118811774067,77.50752732753,27.97,3.16
aden,0.0,ye,2018-05-24 14:14:13,92.0,12.237173578554817,46.74508119826359,31.07,6.06
tidore,12.0,id,2018-05-24 14:14:15,100.0,-0.5747265199358083,128.472357811312,28.77,1.66
shimoda,0.0,jp,2018-05-24 14:14:16,100.0,22.81546613057239,141.59141509477115,28.07,3.81
hokitika,76.0,nz,2018-05-24 14:14:17,100.0,-42.84560328837994,170.59124618340877,10.06,8.06
mackenzie,36.0,ca,2018-05-24 14:14:19,53.0,55.92103975615487,-123.43145464035814,13.47,1.06
bukama,0.0,cd,2018-05-24 14:14:20,26.0,-9.395855832992908,27.13571433309994,29.72,2.21
bud,64.0,no,2018-05-24 14:14:21,100.0,74.28917312265557,2.1154919681076763,0.97,6.96
egvekinot,92.0,ru,2018-05-24 14:14:23,100.0,61.96129568139753,-178.34633573178078,2.36,7.51
nieuw amsterdam,68.0,sr,2018-05-24 14:14:24,98.0,7.806334318671247,-55.360038360197265,27.22,7.61
rapid valley,1.0,us,2018-05-24 12:55:00,87.0,44.4191756106473,-102.24416184107889,15.0,3.1
broken hill,48.0,au,2018-05-24 14:14:27,68.0,-28.91025459103558,139.72833844279273,14.56,5.01
longlac,0.0,ca,2018-05-24 14:14:28,60.0,51.002846477520535,-85.60367340229003,24.36,3.41
funtua,0.0,ng,2018-05-24 14:14:30,47.0,11.312259136280957,6.5798897789752,35.57,2.01
hutchinson,1.0,us,2018-05-24 12:56:00,77.0,38.37764841940799,-97.63837754952984,21.0,2.1
ugoofaaru,80.0,mv,2018-05-24 14:14:33,97.0,6.073158050609891,65.46814350727757,30.22,5.86
gorontalo,24.0,id,2018-05-24 14:14:34,100.0,0.9029836408976024,122.54679233327823,28.92,2.26
touros,56.0,br,2018-05-24 14:14:36,100.0,-2.3632199168179113,-34.50538738177863,25.86,2.46
kuminskiy,20.0,ru,2018-05-24 14:14:37,89.0,58.80216270531065,67.27124532968858,9.47,3.76
salalah,0.0,om,2018-05-24 14:14:38,8.0,19.707811383880525,50.257797058431976,37.02,3.21
poykovskiy,0.0,ru,2018-05-24 13:30:00,75.0,61.795772693831594,73.25981645517882,6.0,6.0
kualakapuas,76.0,id,2018-05-24 14:14:41,94.0,-2.200232553628595,114.36393063859242,24.17,0.96
tarko-sale,64.0,ru,2018-05-24 14:14:43,95.0,64.20981082804647,78.0456664954379,2.11,6.06
mar del plata,88.0,ar,2018-05-24 14:14:44,100.0,-67.2848484683029,-28.483994306945135,-6.74,3.46
rocha,32.0,uy,2018-05-24 14:14:45,100.0,-41.271405398920685,-47.997765099565925,12.97,11.06
lompoc,92.0,us,2018-05-24 14:14:47,100.0,22.255562551106067,-131.59889556372283,20.72,2.91
bolivar,1.0,us,2018-05-24 13:15:00,100.0,37.757479518551264,-93.95514934682923,20.0,3.41
san quintin,0.0,mx,2018-05-24 14:14:50,100.0,26.538741578783856,-119.31770579323559,17.81,3.16
dalvik,68.0,is,2018-05-24 14:14:51,94.0,68.25872599054713,-19.036448783954796,3.22,3.01
acapulco,0.0,mx,2018-05-24 14:14:52,100.0,2.8741435942862807,-106.96279869979016,26.57,3.36
gamba,32.0,ga,2018-05-24 14:14:54,96.0,-1.870484549959059,10.050826292244238,25.82,1.21
sargatskoye,68.0,ru,2018-05-24 14:14:55,94.0,55.9354148272443,73.01106370186119,14.22,5.71
kodiak,92.0,us,2018-05-24 14:14:57,95.0,41.220418943298256,-148.56083676994712,11.77,8.06
marovoay,8.0,mg,2018-05-24 14:14:58,40.0,-17.097491410681442,46.14079576127378,29.72,5.61
mirina,20.0,gr,2018-05-24 13:20:00,57.0,39.57368020094626,25.126919643261914,25.0,7.7
marsa matruh,80.0,eg,2018-05-24 14:15:01,26.0,30.33748310641583,26.738390611212168,31.11,6.61
springbok,32.0,za,2018-05-24 14:15:02,100.0,-30.366165537919464,17.00303785909449,16.56,2.11
morros,20.0,br,2018-05-24 14:15:04,37.0,-8.866513985085078,-46.6084415651444,32.72,5.36
saquarema,76.0,br,2018-05-24 14:15:05,100.0,-24.107994998402887,-42.66257352357371,23.32,0.41
olovyannaya,0.0,ru,2018-05-24 14:15:06,59.0,51.158265586357714,115.92920082144565,6.92,2.91
artyom,0.0,az,2018-05-24 14:15:08,73.0,41.174793846164164,52.30576607709588,27.32,5.41
merritt island,24.0,us,2018-05-24 14:15:09,100.0,29.621039496475717,-78.8553359268439,24.97,5.01
eravur,92.0,lk,2018-05-24 14:15:10,100.0,7.989958167476843,81.73657827824468,23.86,3.46
mount pleasant,24.0,us,2018-05-24 14:15:12,100.0,31.994585625487545,-79.04421327325231,25.47,1.36
thunder bay,90.0,ca,2018-05-24 13:00:00,66.0,48.846531223785746,-89.2593890700753,13.0,2.1
port hedland,0.0,au,2018-05-24 14:15:15,58.0,-20.951929303791047,119.17324931551144,15.97,1.51
plyussa,64.0,ru,2018-05-24 14:15:16,44.0,58.39530664660069,29.106711543937735,22.22,3.46
barra do garcas,8.0,br,2018-05-24 14:15:18,46.0,-13.926798066058268,-52.717142617243965,29.27,5.26
ikoma,0.0,jp,2018-05-24 13:30:00,72.0,34.66805020735211,135.68625925759034,19.0,1.5
quang ngai,8.0,vn,2018-05-24 14:15:20,95.0,15.241254780203036,110.66974270687501,30.72,3.56
beidao,44.0,cn,2018-05-24 14:15:22,84.0,35.45078173740538,105.06809148634295,12.92,1.16
lima,68.0,pe,2018-05-24 14:15:23,100.0,-15.914459140549383,-83.53452879191202,19.72,6.11
manjeri,75.0,in,2018-05-24 14:00:00,74.0,11.173341357009676,76.28091493999375,30.0,3.6
aksay,0.0,kz,2018-05-24 14:15:26,18.0,49.5095451264055,53.177032073649144,30.32,4.46
bac lieu,64.0,vn,2018-05-24 14:15:27,100.0,6.115379405788573,108.26136927342759,29.32,1.66
praia da vitoria,0.0,pt,2018-05-24 14:15:29,100.0,41.870012482223046,-24.313741356783368,15.27,7.81
lahad datu,12.0,my,2018-05-24 14:15:30,100.0,5.028768911964548,118.53539080737772,30.02,2.86
sisimiut,68.0,gl,2018-05-24 14:15:31,100.0,66.76583581543784,-53.505650542389034,-1.34,2.51
mocuba,88.0,mz,2018-05-24 14:15:33,51.0,-16.32526340175724,38.441424014671725,28.02,3.16
sao joao da barra,36.0,br,2018-05-24 14:15:34,100.0,-28.650549763801145,-32.43393775068762,21.57,8.41
turukhansk,44.0,ru,2018-05-24 14:15:35,89.0,64.76360203679252,91.53893020126213,-1.79,3.81
whitianga,76.0,nz,2018-05-24 14:15:37,100.0,-33.08262256925139,178.46038656534824,19.17,9.91
port hardy,80.0,ca,2018-05-24 14:15:38,100.0,40.647046576172386,-141.9215602293807,12.42,5.61
mayumba,0.0,ga,2018-05-24 14:15:40,100.0,-8.298593189049882,5.298750332948117,25.86,7.06
severobaykalsk,12.0,ru,2018-05-24 14:15:41,89.0,54.82433293893246,108.32789245207579,2.81,0.86
seoul,12.0,kr,2018-05-24 14:15:43,87.0,36.52461727743581,124.82362903604911,15.92,6.76
yaan,68.0,cn,2018-05-24 14:15:44,96.0,29.682733046087023,103.11442892040247,15.06,0.26
bissau,0.0,gw,2018-05-24 13:00:00,52.0,11.932066546877024,-15.70811769729329,32.0,4.1
guilin,92.0,cn,2018-05-24 14:15:47,80.0,26.055979081365024,109.48305071643017,25.61,4.26
alofi,92.0,nu,2018-05-24 14:15:48,100.0,-20.100864552509194,-165.95877352890437,23.47,5.71
placido de castro,76.0,br,2018-05-24 14:15:50,79.0,-9.480689200716014,-66.56053480743158,25.97,2.11
san jose,0.0,bo,2018-05-24 14:00:00,54.0,-17.67810923038374,-60.519228752765486,26.0,4.1
cordareni,0.0,ro,2018-05-24 13:30:00,36.0,47.982339556778896,26.59288531722231,26.0,3.6
newport news,1.0,us,2018-05-24 13:56:00,57.0,36.859188868667076,-76.50753390637809,26.0,3.6
cortes,80.0,ph,2018-05-24 14:15:55,100.0,9.731823793343963,127.502998670409,29.97,4.36
letterkenny,0.0,ie,2018-05-24 14:15:56,97.0,56.31287909291191,-8.540498005389964,11.92,2.76
hamilton,80.0,bm,2018-05-24 14:15:58,100.0,25.875536586996958,-61.374360055827424,24.42,4.06
dhidhdhoo,88.0,mv,2018-05-24 14:15:59,100.0,7.817275508676943,74.07374181459318,27.92,9.61
kahului,64.0,us,2018-05-24 14:16:01,100.0,31.043431720213576,-147.40816389940855,17.31,7.01
caravelas,88.0,br,2018-05-24 14:16:02,100.0,-19.72987146002002,-30.25537886681647,24.72,2.71
byron bay,44.0,au,2018-05-24 14:16:04,100.0,-29.931950669021262,161.17006857346593,20.67,7.46
daru,92.0,pg,2018-05-24 14:16:05,100.0,-11.412813641306286,144.62171988087897,25.42,11.51
chinautla,75.0,gt,2018-05-24 14:00:00,88.0,14.683261986028214,-90.47908743105593,19.0,0.66
kyshtovka,92.0,ru,2018-05-24 14:16:08,66.0,57.811361776270104,76.46929899505193,11.52,3.76
kita,44.0,ml,2018-05-24 14:16:09,48.0,12.70010839124734,-9.006121092544959,36.47,2.06
ulety,44.0,ru,2018-05-24 14:16:10,61.0,51.153240235135144,112.7765700066152,9.81,2.41
amapa,32.0,br,2018-05-24 14:16:12,100.0,2.195548826174118,-48.616710520104306,27.42,6.16
forestville,44.0,ca,2018-05-24 14:16:13,46.0,49.75955570223155,-69.51637938273305,7.22,1.61
nguiu,0.0,au,2018-05-24 14:16:15,100.0,-10.429317444052842,131.48455288550957,28.22,8.11
westport,0.0,ie,2018-05-24 14:16:16,100.0,57.04356907389595,-15.422878964312275,9.22,7.71
tomino,40.0,es,2018-05-24 13:40:00,77.0,42.0285344745557,-8.562854040283781,20.0,4.1
old town,75.0,us,2018-05-24 12:53:00,62.0,45.08537642731753,-68.47517385115842,13.0,1.5
fairbanks,1.0,us,2018-05-24 13:53:00,100.0,64.10021450105705,-144.7134582087731,2.0,1.31
sveti nikole,75.0,mk,2018-05-24 13:30:00,77.0,41.92536239716219,21.8414629495814,19.0,3.1
plainview,90.0,us,2018-05-24 13:53:00,93.0,34.30824766224475,-100.64102250990366,19.0,5.1
meybod,20.0,ir,2018-05-24 13:30:00,10.0,32.20564356159848,54.052320998469725,31.0,2.1
tonj,0.0,sd,2018-05-24 14:16:26,47.0,7.6671814130274925,28.88224530509683,32.11,3.91
sarakhs,0.0,ir,2018-05-24 13:00:00,13.0,36.11740922204169,60.785276781856055,35.0,4.1
vila franca do campo,8.0,pt,2018-05-24 14:16:28,99.0,43.92428309161323,-20.561804723719064,14.72,10.31
scarborough,0.0,gb,2018-05-24 14:16:30,99.0,54.978824467330355,-0.3276211173881052,11.22,4.71
sur,36.0,om,2018-05-24 14:16:31,100.0,18.020922889264696,61.65282774816234,29.67,5.16
faanui,92.0,pf,2018-05-24 14:16:32,99.0,-7.034057378932701,-155.59646218424663,27.92,6.16
geraldton,92.0,au,2018-05-24 14:16:34,32.0,-28.645164882107693,116.94685054604844,23.97,12.16
ankang,32.0,cn,2018-05-24 14:16:35,88.0,32.651428589122844,109.89435293204536,16.72,0.86
valparaiso,0.0,mx,2018-05-24 14:16:37,21.0,22.85489050283232,-103.77430030526808,21.97,1.36
kurumkan,8.0,ru,2018-05-24 14:16:38,83.0,54.17744411402495,111.36694711091212,1.72,1.76
kokkola,0.0,fi,2018-05-24 13:50:00,33.0,63.821790610182944,23.820718738587374,17.0,4.6
soyo,0.0,ao,2018-05-24 14:16:41,100.0,-8.782496972174386,6.450722549521345,25.32,6.91
honiara,36.0,sb,2018-05-24 14:16:42,100.0,-11.259753570949286,158.83777787907258,26.97,9.16
inta,88.0,ru,2018-05-24 14:16:44,87.0,65.84554949361544,60.310078123301366,1.31,3.31
puerto leguizamo,64.0,co,2018-05-24 14:16:45,94.0,-1.8110616117996585,-73.99961142624113,25.36,1.51
wamba,44.0,cd,2018-05-24 14:16:46,69.0,1.7296390101418524,28.392083358509296,27.11,0.91
alice springs,0.0,au,2018-05-24 14:16:48,45.0,-21.565997332396122,133.91388732511444,11.36,4.26
gao,76.0,ml,2018-05-24 14:16:49,12.0,17.5564519069045,0.05245310814433424,43.92,2.41
kumluca,20.0,tr,2018-05-24 14:16:51,100.0,35.72256445346643,30.433354289537192,21.82,7.26
natal,92.0,br,2018-05-24 14:16:52,100.0,-4.664878430482219,-30.95003929620694,24.32,1.31
mahadday weyne,0.0,so,2018-05-24 14:16:53,42.0,3.9444514520967857,46.105252844476894,31.42,6.71
erzin,92.0,ru,2018-05-24 14:16:55,92.0,48.20187299235167,95.95408141879346,1.31,5.71
henties bay,0.0,na,2018-05-24 14:16:56,100.0,-24.910687236274427,5.054751559912148,20.06,6.36
baiyin,92.0,cn,2018-05-24 14:16:58,66.0,36.19250088810033,104.83762813720051,16.02,0.61
saldanha,24.0,za,2018-05-24 14:16:59,100.0,-41.93847425809202,1.6322710477744522,8.22,6.81
barawe,100.0,so,2018-05-24 14:17:01,99.0,-2.048586008953052,47.29644318874432,27.07,7.41
strezhevoy,92.0,ru,2018-05-24 14:17:02,84.0,59.849138767807744,78.78754683845267,8.27,4.66
tigzirt,0.0,dz,2018-05-24 14:17:03,92.0,37.834409697975715,4.441124856987585,19.36,10.96
malwan,68.0,in,2018-05-24 14:17:05,95.0,15.296249831903992,70.10974181548849,31.17,6.81
zhob,76.0,pk,2018-05-24 14:17:06,52.0,31.728972700438035,68.93632262550256,15.67,0.86
baghdad,0.0,iq,2018-05-24 14:17:07,15.0,31.15142107695536,43.82892822654091,36.72,7.01
deder,0.0,et,2018-05-24 14:17:09,55.0,9.28037096782434,41.365866130775714,22.11,0.71
rawson,0.0,ar,2018-05-24 14:17:10,93.0,-44.98581167138492,-61.25765516134692,11.86,10.56
emerald,92.0,au,2018-05-24 14:17:12,88.0,-25.25182192111113,146.16712369532536,12.47,1.51
shingu,92.0,jp,2018-05-24 14:17:13,100.0,27.707330741174886,137.59575927345833,24.61,2.56
kachikau,76.0,bw,2018-05-24 14:17:15,31.0,-18.687807738678387,23.95783176048471,26.22,2.76
kaduna,0.0,ng,2018-05-24 14:17:16,55.0,10.722412721667624,7.088140813847417,33.97,2.01
saint-joseph,64.0,re,2018-05-24 14:17:17,100.0,-24.141945602552283,54.51492083057332,24.22,7.81
tiarei,0.0,pf,2018-05-24 14:17:19,100.0,-13.483544274554987,-145.3528243579965,27.22,6.11
beruwala,92.0,lk,2018-05-24 14:17:20,100.0,5.8372892986179465,78.9425403422415,26.86,12.66
baiao,12.0,br,2018-05-24 14:17:21,65.0,-3.036015341266946,-49.56598216045501,31.72,1.36
